src	keywords
the technology aspects	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
"It approaches and analyzes the human condition from a veiw-point not yet looked at before. It is interesting and without a doubt intriguing to see what, and who, a person would change about their life--making it a fantasy world--if only they were given the permission."	"Other show characteristic mentions,Interesting/engaging,Science fiction/fantasy,,,,"
it is compelling and interesting to see a new take/theory on how technology could play a part in the future	"Attention grabbing/holds interest/keeps you wanting to watch more,Interesting/engaging,Unique/different,Technological aspects (inclusion of robots, exploring AI, etc.),,,"
The cast the scifi elements mostly the integation of future and past	"Good cast/actors,Science fiction/fantasy,Other storyline/Plot mentions,,,,"
"The idea, the cast, the design, the plot. It’s just a great modern show to watch. I love it with the passion. Each character has a different vibe."	"Like the concept/idea of futuristic amusement park,Good cast/actors,Other storyline/Plot mentions,Good storyline/subject matter,Creative/innovative/modern,Good/like the show/everything,Appealing characters/I like the characters"
It is on HBO so i gave it a try	"Aired on HBO,,,,,,"
It is a good show	"Good/like the show/everything,,,,,,"
Very nice	"Good/like the show/everything,,,,,,"
The characters the details and the plot	"Appealing characters/I like the characters,Good storyline/subject matter,,,,,"
"In general I really like the plot, I think it's excellent and of the highest quality."	"Like the premise/setting/scenery,Good/like the show/everything,High quality show/high production values,,,,"
Y for the. In more gre for a way to all for gggg in her dime for. Then osc in great to	"None/no answer,,,,,,"
Nothing	"None/no answer,,,,,,"
"It is complex, interesting, about things I would not ordinarily think about, and especially my friends all love it and we watch together."	"Complex storyline,Interesting/engaging,Can watch with family/family likes the show,,,,"
It is incredibly well done and the acting is great.	"Good storyline/subject matter,Good acting,,,,,"
The complex storyline helps keep me captivated.	"Complex storyline,,,,,,"
Just confusing enough to really make me want to pay attention. The themes are big but have big implications as well not just in the show. Makes you thin!	"All negative mentions,,,,,,"
The futuristic elements and how it keeps you hanging after each episode. It’s different	"Futuristic,Unique/different,,,,,"
The characters are the best part of the show.	"Appealing characters/I like the characters,,,,,,"
it is very intriguing. i always wonder what's going to happen next	"Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
"The storyline, what the show is about. It is different from any other show I’ve watched."	"Good storyline/subject matter,Unique/different,,,,,"
"It has a cool premise, between the park and everything it gives me Jurassic Park vibes while also being completely different"	"Like the premise/setting/scenery,Like the concept/idea of futuristic amusement park,Unique/different,,,,"
"I like the concept and I am emotionally invested. I started watching this show because of the concept now Im invested in the people. the new people, the park, the crazy fantasys and everything else that is going on. I would only stop watching if I got bored but its a really good show."	"Like the concept/idea of futuristic amusement park,Other show characteristic mentions,Good cast/actors,Science fiction/fantasy,Good/like the show/everything,,"
Okay	"Good/like the show/everything,,,,,,"
the whole theme of the series.	"Good storyline/subject matter,,,,,,"
I love that there are no weak links in the cast and the sci fi elements are unlike anything else.	"Good cast/actors,Science fiction/fantasy,Unique/different,,,,"
I actually have only seen a few episodes out of order. I personally find the show to be somewhat hard to watch because of violence.	"All negative mentions,,,,,,"
there isn't anything else that makes me want to watch that i'm not already invested in	"All negative mentions,,,,,,"
I don’t like the show.	"All negative mentions,,,,,,"
The creativity and interesting moves that they have on the show. The cast is one thing but its the interesting plot that always gets me. It's so different than any other show out there and has to be a top 15.	"Creative/innovative/modern,Interesting/engaging,Good cast/actors,Unique/different,,,"
It was something my spouse chose to watch. Never was really much of a fan	"All negative mentions,,,,,,"
The dark twist and turns of the plot also the it being futuristic.	"Dark/sarcastic,Suspense/Mystery/thrillers,Futuristic,,,,"
the characters	"Appealing characters/I like the characters,,,,,,"
The first one is the one I was looking for a text from you soon and have a great day and I will be	"None/no answer,,,,,,"
I really love the characters of the show and that’s why I’m interested to watch the show	"Appealing characters/I like the characters,Interesting/engaging,,,,,"
"I enjoy science fiction. Even though it is hard to follow at times, it is very intriguing and makes you think. I usually have to google what stuff means or could mean after the show I order to follow it, and some stuff is off the wall, but the characters draw you in and keep you wanting more."	"Science fiction/fantasy,Exciting,Thought provoking,Appealing characters/I like the characters,Attention grabbing/holds interest/keeps you wanting to watch more,,"
It’s intriguing & ahead of our time literally	"Interesting/engaging,Futuristic,,,,,"
that how exciting every season and episode they have and they always make you think what will next	"Exciting,Thought provoking,,,,,"
its great	"Good/like the show/everything,,,,,,"
i like everything	"Good/like the show/everything,,,,,,"
I like how it is sci-fi related. I like how they get sentience and how everything turns out.	"Science fiction/fantasy,Suspense/Mystery/thrillers,,,,,"
"The show is completely unique and in its own category. It has so many very defined levels to it. It has plot twists and is categorically exciting to watch. I love the characters also. It draws you in during season 1 because who would not want to pay to live out their fantasies, in addition to the behind the scenes action at the park."	"Unique/different,Suspense/Mystery/thrillers,Exciting,Appealing characters/I like the characters,Science fiction/fantasy,Like the action/adventurous,"
HJK	"Don't know,,,,,,"
The storyline and cast	"Good storyline/subject matter,Good cast/actors,,,,,"
The unknown	"None/no answer,,,,,,"
Well written and very engaging	"Like the writing/dialog,Interesting/engaging,,,,,"
It's a fantasy world but there are still very relatable and relevant themes. I like the actors that are in teh show.	"Science fiction/fantasy,Other show characteristic mentions,Good cast/actors,,,,"
my husband got me into it. the location of the show started me.	"Have not watched enough to comment/not familiar with the show,,,,,,"
"I really don’t like this season, too confusing"	"All negative mentions,,,,,,"
The concepts and implications of artificial intelligence	"Like the concept/idea of futuristic amusement park,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
THe sci fi genre and all of the intelligent writing. I like watching stories like west world that make you think and require a certain amount of engagement. Sometimes altering you mindset during the viewing.	"Science fiction/fantasy,Like the writing/dialog,Thought provoking,Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,,"
Differentiated relative to other shows	"Unique/different,,,,,,"
it is very funny	"Witty/humorous/funny/entertaining,,,,,,"
action	"Like the action/adventurous,,,,,,"
I do not find it to be a good show and have not made it past the first 3 episodes of the first season.	"All negative mentions,,,,,,"
not sure i would like show	"All negative mentions,,,,,,"
cast	"Good cast/actors,,,,,,"
All good	"Good/like the show/everything,,,,,,"
his former and also the story that l like	"Good storyline/subject matter,,,,,,"
great story line great cast	"Good storyline/subject matter,Good cast/actors,,,,,"
"Is very good, excellent"	"Good/like the show/everything,,,,,,"
Story	"Good storyline/subject matter,,,,,,"
I’m just trying to figure it all out.	"All negative mentions,,,,,,"
-	"None/no answer,,,,,,"
the collaboration of dolores and aaron paul	"Other characters mentions,,,,,,"
I love their stories	"Good storyline/subject matter,,,,,,"
AI is always super interesting	"Technological aspects (inclusion of robots, exploring AI, etc.),Interesting/engaging,,,,,"
"I feel the graphics and shooting is high quality. The acting seems real and unforced. It keeps me engaged, I am not bored when watching it."	"Good visuals/graphics/special effects,High quality show/high production values,Good acting,Looks realistic,Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,"
"Featuring a star-studded cast with Evan Rachel Wood, Thandie Newton and Ed Harris. Watch the trailer and find out more about Westworld on HBO.com."	"Like Evan Rachel Wood,Like Ed Harris,Other acting mentions,Like Thandie Newton,Aired on HBO,,"
A futuristic show that leads me to watch more and more each week. Good line up of good looking women.	"Futuristic,Attention grabbing/holds interest/keeps you wanting to watch more,Good cast/actors,,,,"
"The best sci-fi show of all time and offers deeper thought than a philosophy or religious course. This show is utterly beautiful while also gritty, and even eerie at times. This show is a microcosm that represents what humans are capable of. Unpredictable, the script is intelligently written and pieced together. The filming is memorizing in cinematographic appeal. Among the many themes throughout Westworld, the nature of reality and the nature of humanity are at it's core. This show's plot, the logistical details of the AI, and the universe they exist in are well thought out and blend together nicely. Every character has a backstory and motives in such a way that builds interesting character depth. It is fun to see how characters adapt to the world as they learn. While multiple plot lines are intertwined, raw action and twists constantly occur in this crazy universe that is constantly on the verge of catastrophe. This show addresses questions such as: What does it mean to be human? What does it mean to exist? What is my purpose? This is explored and searched for by the main characters. While these are introspective questions that can be explored internally; parallel to this musing, their search is embedded in the reality they find themselves in externally. Moreover, it is represented by the mysterious prodding and puzzles intrinsic to the immediate world in which they exist. The sci-fi elements of the show touch on advanced AI, multiple realities, self awareness, machine learning, big data, and big tech privacy. This show is spot on by metaphorically addressing these concepts. These issues are becoming more relevant by the day in our lives by shaping the future of human society. Without a doubt, sci-fi has never been done better, making movies such as the Matrix fall to the feet of Westworld and it's unprecedented splendor."	"Good/like the show/everything,Thought provoking,Like the writing/dialog,Looks realistic,Technological aspects (inclusion of robots, exploring AI, etc.),Witty/humorous/funny/entertaining,Appealing characters/I like the characters"
It is simply great!	"Good/like the show/everything,,,,,,"
I enjoy the entire milieu and feel of the show. Very engaging; always keeps you interested even when confused	"Good/like the show/everything,Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
Nothing. I saw one episode and I did not enjoy ut	"All negative mentions,,,,,,"
I've been watching since the beginning so I wait for the new shows	"Other misc. mentions,,,,,,"
Plot	"Good storyline/subject matter,,,,,,"
The way you have to try to piece together the timelines and not knowing who's a host and who isn't.	"Other misc. mentions,,,,,,"
I think that this show just needs to end.	"All negative mentions,,,,,,"
The concept of the AI that allows you to have a different experience at the park everytime you go	"Technological aspects (inclusion of robots, exploring AI, etc.),Unique/different,,,,,"
I like it	"Good/like the show/everything,,,,,,"
sadasdascas	"None/no answer,,,,,,"
it gets weirder and weirder. Sometimes hard to follow	"All negative mentions,,,,,,"
Not really interested in viewing any more episodes	"All negative mentions,,,,,,"
the nudity and the violence	"Other storyline/Plot mentions,Violence,,,,,"
Nothing	"None/no answer,,,,,,"
The futuristic storyline	"Futuristic,,,,,,"
The plot twists and characters are so great	"Suspense/Mystery/thrillers,Appealing characters/I like the characters,,,,,"
exciting plots	"Exciting,Like the premise/setting/scenery,,,,,"
no comment	"None/no answer,,,,,,"
It’s thought provoking and very engaging	"Thought provoking,Interesting/engaging,,,,,"
yes good show	"Good/like the show/everything,,,,,,"
Don't know	"Don't know,,,,,,"
"The concept of AI to the degree portrayed in the show is intriguing. Beyond that, I'm finding that I don't really care about the characters (human or host) because they have so few redeeming qualities."	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
actors	"Good cast/actors,,,,,,"
"Season one was great. Season two went downhill for me. With so many other great shows, I stopped watching it."	"Good experience/liked the previous seasons,,,,,,"
"Managing the push, pull and desires of game players . Seeing each character evolve and their strengths and weaknesses . Seeing humans devalued and tech valued more"	"Other misc. mentions,Appealing characters/I like the characters,Technology involvement/overpowering human life,,,,"
It's far beyond anything I could imagine on my own	"Unique/different,,,,,,"
"not normal world, intriguing way of looking at life"	"Science fiction/fantasy,Interesting/engaging,,,,,"
the show itself is amazing! I want a lot of people to join in and watch with me via zoom!	"Good/like the show/everything,Other misc. mentions,,,,,"
I like sci fi shows that are somewhat possible to happen in the future.	"Science fiction/fantasy,,,,,,"
"is modern, technological and entertained"	"Creative/innovative/modern,Technological aspects (inclusion of robots, exploring AI, etc.),Witty/humorous/funny/entertaining,,,,"
i love the setting!	"Like the premise/setting/scenery,,,,,,"
la trama algo confusa pero muy interesante	"Interesting/engaging,,,,,,"
It is new and different	"Unique/different,,,,,,"
Very good service and likely promotion 10 points	"Good/like the show/everything,,,,,,"
The concept is so different than anything else	"Unique/different,,,,,,"
I just love the idea of a theme park with robots where you can literally do anything. I also love all the plot twists.	"Like the concept/idea of futuristic amusement park,Technological aspects (inclusion of robots, exploring AI, etc.),Suspense/Mystery/thrillers,,,,"
alot of my friends like to watch it	"Heard good review/recommendations by family/friends,,,,,,"
good	"Good/like the show/everything,,,,,,"
That it is a park that is futuristic and they can see their wildest dreams come true	"Like the concept/idea of futuristic amusement park,Suspense/Mystery/thrillers,,,,,"
The great cast members and the setting of the show	"Good cast/actors,Like the premise/setting/scenery,,,,,"
The complexity of the characters plus the high level of twists and turns in the overall story make it interesting.	"Like the character complexity,Suspense/Mystery/thrillers,Good storyline/subject matter,,,,"
Nothing	"None/no answer,,,,,,"
Th concept of a.i	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
Is very interesting	"Interesting/engaging,,,,,,"
It’s amazing and I very much do love it	"Good/like the show/everything,,,,,,"
Te acting. James marsden when he was alive.	"Good acting,Other acting mentions,,,,,"
"I love the cast and overall character stories. It is a well written show, even if at times it is confusing."	"Good cast/actors,Appealing characters/I like the characters,Like the writing/dialog,,,,"
The characters and the complex storyline.	"Appealing characters/I like the characters,Complex storyline,,,,,"
Its just interesting	"Interesting/engaging,,,,,,"
good	"Good/like the show/everything,,,,,,"
I like the complex storylines and how different things tie together.	"Complex storyline,Other show characteristic mentions,,,,,"
NOTHING ELSE REALLY DRAWS ME. I'M JUST SO MESMERIZED BY THE SHOW.	"Good/like the show/everything,,,,,,"
it is very good	"Good/like the show/everything,,,,,,"
the story	"Good storyline/subject matter,,,,,,"
The acting and storylines are unique and never boring.	"Good acting,Unique/different,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
The concept of the robots becoming something of their own race.	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
action	"Like the action/adventurous,,,,,,"
"nothing draws me into this show! I wasted my time watching the first season, hoping it would get better, but nope!"	"All negative mentions,,,,,,"
Seems like a show that would have good plot twists	"Suspense/Mystery/thrillers,,,,,,"
The intertwining of multiple worlds coupled with the actors/actresses that fill the character roles. Creative writing is tough to top too	"Like the writing/dialog,,,,,,"
storyline	"Good storyline/subject matter,,,,,,"
the characters are really attractive and amazing	"Appealing characters/I like the characters,,,,,,"
There isn't another show like Westworld out there. It keeps you engaged and wanting more. We are big sci fi fans.	"Unique/different,Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,Science fiction/fantasy,,,"
Unexpected events attract me	"Suspense/Mystery/thrillers,,,,,,"
good	"Good/like the show/everything,,,,,,"
"I had pretty much given up on it, but need to make sure I'm not wrong."	"All negative mentions,,,,,,"
It’s intense. Leaves you wanting more	"Intense/serious,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
i prefer not answer on these question	"None/no answer,,,,,,"
The complexity of robots coming to terms that they are not human and Deloris' dilemma and how she will deal with it.	"Complex storyline,Like the character Dolores Abernathy,,,,,"
"It is an extremely unique show with an innovative storyline that is not really offered anywhere else, in my opinion"	"Unique/different,Creative/innovative/modern,Good storyline/subject matter,,,,"
all very good	"Good/like the show/everything,,,,,,"
It's an intriguing concept and made with real money.	"Interesting/engaging,Like the concept/idea of futuristic amusement park,Other misc. mentions,,,,"
its cool	"Good/like the show/everything,,,,,,"
the mixing of AI with human interaction. the fact that you can't tell who is real or not. and the fact that the AI's aren't aware that they're AI's.	"Technology involvement/overpowering human life,Looks realistic,,,,,"
I like the suspense and the action. Seeing different people hopefully come together	"Suspense/Mystery/thrillers,Like the action/adventurous,Other misc. mentions,,,,"
story line	"Good storyline/subject matter,,,,,,"
Its fun to watch	"Witty/humorous/funny/entertaining,,,,,,"
The actors	"Good cast/actors,,,,,,"
Storyline different from anything else I have watched	"Unique/different,,,,,,"
Has a good story and characters	"Good storyline/subject matter,Appealing characters/I like the characters,,,,,"
it's just very interesting and really well written	"Interesting/engaging,Like the writing/dialog,,,,,"
"I am a big science fiction fan. To be honest, I need to rewatch some of the episodes because ive been skipping around and not watching episodes in order."	"Science fiction/fantasy,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
I've watched it but am not all that interested.	"All negative mentions,,,,,,"
all very good	"Good/like the show/everything,,,,,,"
Very good for me and i like it very much	"Good/like the show/everything,,,,,,"
good	"Good/like the show/everything,,,,,,"
Enjoy the sci fy/futuristic genre	"Futuristic,Science fiction/fantasy,,,,,"
it's about the death of humanity	"Other storyline/Plot mentions,,,,,,"
Its interesting and engaging	"Interesting/engaging,,,,,,"
It got me hooked episode 1	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
"This TV-Show has a great potential, I have problems in how the story it´s narrated,but it has that element of intrigue and Sci-Fi I love."	"Good/like the show/everything,Interesting/engaging,Science fiction/fantasy,,,,"
the ww2	"Other misc. mentions,,,,,,"
I like it	"Good/like the show/everything,,,,,,"
The complexity	"Complex storyline,,,,,,"
the filming is fabulous	"High quality show/high production values,,,,,,"
Nothing in particular	"None/no answer,,,,,,"
The drama and the futuristic theme make me feel very intrigued about serie and I would like to know and see more and more	"Like the drama,Futuristic,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
I like it	"Good/like the show/everything,,,,,,"
nothing	"None/no answer,,,,,,"
Nothing	"None/no answer,,,,,,"
"Great cast & writing. Intriguing concepts explored in the plot — interesting to see what things they make a point to show, even in passing. Fun guessing and eventually seeing how things unfold"	"Good cast/actors,Like the writing/dialog,Interesting/engaging,Like the premise/setting/scenery,Thought provoking,,"
good	"Good/like the show/everything,,,,,,"
great drama; thrilling	"Like the drama,Suspense/Mystery/thrillers,,,,,"
It’s weird	"All negative mentions,,,,,,"
Westworld doesnt appeal even though all my family watch it and recommend it	"All negative mentions,,,,,,"
"Westworld is innovative, thought-provoking, and intriguing. It is a fantastic dystopia that examines the cross-section of humanity and technology. I love it! I particularly love shows like Westworld that are about sci-fi dystopias and question the right and wrong of technology and the future. Even though they are fantasies at this time, you can't help feel that they may prophesize something about the future. Additionally, the way the show was set up and written was extremely clever and engaging, from the first season's theme park introduction to the new season's step into the real world. Content like this is not frequent and it definitely makes this show a must-watch for a lot of people including me."	"Creative/innovative/modern,Thought provoking,Interesting/engaging,Technology involvement/overpowering human life,Good/like the show/everything,Science fiction/fantasy,Futuristic"
trying to unravel the mystery	"Suspense/Mystery/thrillers,,,,,,"
because i love this type of movie soo much	"Good/like the show/everything,,,,,,"
good drama quality	"Like the drama,High quality show/high production values,,,,,"
none	"None/no answer,,,,,,"
The intense storyline	"Good storyline/subject matter,,,,,,"
Very	"None/no answer,,,,,,"
Yes	"None/no answer,,,,,,"
The detail to the story telling of all the characters and well written storyline helps.	"Informative/detailed,Appealing characters/I like the characters,Like the writing/dialog,,,,"
I think it is very interesting and attractive to watch it with family and friends	"Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,Can watch with family/family likes the show,,,,"
It has a good and interesting story and great actors that complement it.	"Good storyline/subject matter,Interesting/engaging,Good cast/actors,,,,"
Good effects	"Good visuals/graphics/special effects,,,,,,"
ITS DRAMA AND ITS ACTORS	"Like the drama,Good cast/actors,,,,,"
With the coronavirus I do plan to watch it. It was confusing for me the first time trying to get into it so I didn’t have the time to figure it out.	"All negative mentions,,,,,,"
is very interesting show to watch	"Interesting/engaging,,,,,,"
The hosts seemingly becoming almost human in their minds	"Technology involvement/overpowering human life,,,,,,"
the show itself	"Good/like the show/everything,,,,,,"
That it is shown in los angeles and that they have the character that I like	"Appealing characters/I like the characters,,,,,,"
that is so good consider	"Good/like the show/everything,,,,,,"
Thanks ??	"None/no answer,,,,,,"
rewqwercwercwercwercwecrwqercwecrqwecrwercqwercwec	"None/no answer,,,,,,"
I am an original fan of the movie that was released in the early 80s also I am a big fan of a video game franchise called red dead redemption and the show Westworld is similar And provides a very unique experience for me as a viewer	"Already seen/like the original movie,Other misc. mentions,Unique/different,,,,"
There are a lot of great acting performances and a lot of shocking twists and turns.	"Good acting,Suspense/Mystery/thrillers,,,,,"
Everything is good	"Good/like the show/everything,,,,,,"
The scfi part of thew TV series and the actress that play the leading role Rachel Wood .	"Science fiction/fantasy,Like Evan Rachel Wood,,,,,"
Is unique an very different from other shows	"Unique/different,,,,,,"
i concept of the theme to reprogram androids lots of interesting characters	"Like the concept/idea of futuristic amusement park,,,,,,"
it has a good complex story. it has great cast and they act really well	"Complex storyline,Good cast/actors,Good acting,,,,"
The care that goes into the production of the show. The attention to detail in the writing.	"High quality show/high production values,Like the writing/dialog,,,,,"
I enjoy the overall storyline.	"Good storyline/subject matter,,,,,,"
"I like the concept, it makes you think and the actors are top notch. The show just draws you in and keeps you interested."	"Like the concept/idea of futuristic amusement park,Thought provoking,Good cast/actors,Attention grabbing/holds interest/keeps you wanting to watch more,Interesting/engaging,,"
nothing	"None/no answer,,,,,,"
curious	"Interesting/engaging,,,,,,"
"I really like Sci-fi, and Westworld is a new way of the Sci-fi with a lot of dramas"	"Science fiction/fantasy,Like the drama,,,,,"
Complex. Something different to watch.	"Complex storyline,Unique/different,,,,,"
The premise. The visuals and writing. The plot lines. The acting. I think it's the best show available right now.	"Good storyline/subject matter,Good visuals/graphics/special effects,Like the writing/dialog,Good/like the show/everything,,,"
it looks interesting to me	"Interesting/engaging,,,,,,"
Dolores's revolution. Serac trying to make the world a better place. Caleb's relationship with Dolores. The technology portrayed on the show.	"Like the character Dolores Abernathy,Like the characters interaction,Technological aspects (inclusion of robots, exploring AI, etc.),,,,"
"This weeks episode of the HUGE reveal that DOLORES made multiple copies of herself and stuck them into all the others like HALE, etc... I suspected she was up to no good! “If you want things done right, do it yourself.”"	"All negative mentions,,,,,,"
I just really love the concept of big tech becoming a monster and it's creations coming back to haunt them.	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
There is nothing else like it on television. I really enjoyed the environments in seasons 1 and 2.	"Witty/humorous/funny/entertaining,,,,,,"
it is the hotest show of the year and all my friends and I watch it	"Good/like the show/everything,Can watch with family/family likes the show,,,,,"
great	"Good/like the show/everything,,,,,,"
no comment at this time.	"None/no answer,,,,,,"
Just an all around great sci-fi show!	"Science fiction/fantasy,,,,,,"
The visual effects. The futuristic scenes this season will draw me into more episodes.	"Good visuals/graphics/special effects,Futuristic,,,,,"
its great over all	"Good/like the show/everything,,,,,,"
sci-fi	"Science fiction/fantasy,,,,,,"
Evan Rachel wood	"Like Evan Rachel Wood,,,,,,"
It is a good show that I enjoy. Smart and thrilling	"Good/like the show/everything,Suspense/Mystery/thrillers,Other show characteristic mentions,Witty/humorous/funny/entertaining,,,"
the storyline is very good	"Good storyline/subject matter,,,,,,"
"I am very much into sci fi and always have been since I was practically raised on it and this is one show fitting the mold of themes I like most that is available to me right now, I’m not too picky. Also if many people are watching it, and they are since it’s on hbo and easily accessible, it’s something we can all have in common."	"Science fiction/fantasy,Good/like the show/everything,Heard good review/recommendations by family/friends,Aired on HBO,,,"
Nothing	"None/no answer,,,,,,"
just how it's such a crazy thriller	"Suspense/Mystery/thrillers,,,,,,"
..... .... ... ...	"None/no answer,,,,,,"
It's different.	"Unique/different,,,,,,"
nothing at all is important enough to put here	"All negative mentions,,,,,,"
I just enjoy the way the season plays out.	"Good/like the show/everything,,,,,,"
Nothing	"None/no answer,,,,,,"
it is great	"Good/like the show/everything,,,,,,"
"I love attention to small details, the music is impeccable, so is the costume & set designs. This makes it more immersive for me personally."	"Informative/detailed,Like the music/song,Other misc. mentions,Like the premise/setting/scenery,Attention grabbing/holds interest/keeps you wanting to watch more,,"
I like the idea of the show and the great cast draws me in.	"Like the concept/idea of futuristic amusement park,Good cast/actors,,,,,"
I like the creativeness of the show	"Creative/innovative/modern,,,,,,"
I want to see the caat how they are work on it too. And as well what will the story end.	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
It's a very exciting show that put you on your nervs	"Exciting,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
Awesome charcter and story	"Appealing characters/I like the characters,Good storyline/subject matter,,,,,"
Because I believe that it is base on true advents that has happen in this world.	"Other realistic/association with real life mentions,,,,,,"
The whole premise	"Good storyline/subject matter,,,,,,"
Never sure what will happen next	"Suspense/Mystery/thrillers,,,,,,"
All the drama and suspense	"Like the drama,Suspense/Mystery/thrillers,,,,,"
that was good. i will like this more.	"Good/like the show/everything,,,,,,"
It's futuristic.	"Futuristic,,,,,,"
I have heard a lot of good news about it. The plot makes it good	"Heard good review/recommendations by family/friends,Like the premise/setting/scenery,,,,,"
how humanity is evolving into cyber experiences.	"Other realistic/association with real life mentions,,,,,,"
the action scenes and the different implementation of role	"Like the action/adventurous,Other characters mentions,,,,,"
It's like a thrilling rubix cube you get to watch come together. The rate in which you find out information with characters doesn't feel dumb downed for the sake of its viewers. The cast is amazing and you are always excited to see where they end up next or how they evolve.	"Suspense/Mystery/thrillers,Attention grabbing/holds interest/keeps you wanting to watch more,Good cast/actors,Exciting,,,"
I really like the cast	"Good cast/actors,,,,,,"
Nothing	"None/no answer,,,,,,"
I love the quality writing. HBO puts out quality work	"High quality show/high production values,Like the writing/dialog,,,,,"
I like that it is different from science fiction shows. It has a lot of drama and excitement.	"Unique/different,Like the drama,Exciting,,,,"
It's addicting and always keeps you guessing	"Attention grabbing/holds interest/keeps you wanting to watch more,Thought provoking,,,,,"
I liked the various worlds. THis season doesn't seem to have that.	"All negative mentions,,,,,,"
I loved the 1st two seasons plots and characters	"Good experience/liked the previous seasons,Like the premise/setting/scenery,Appealing characters/I like the characters,,,,"
Constantly changing plots and twists...DELORES!!!	"Suspense/Mystery/thrillers,Like the character Dolores Abernathy,,,,,"
What drives me in is the really crazy writing.	"Like the writing/dialog,,,,,,"
"It's a gripping, thought-provoking series that kept me entertained from the first scene to the end credits. And it has action, complex characters, amazing soundtrack, awesome visual effects, deep dialogs and impressive actors"	"Attention grabbing/holds interest/keeps you wanting to watch more,Thought provoking,Witty/humorous/funny/entertaining,Like the action/adventurous,Like the character complexity,Like the music/song,Good visuals/graphics/special effects"
Storyline	"Good storyline/subject matter,,,,,,"
Love the graphics and the design of the series. The complex storyline and the futuristic artificial intelligence aspects.	"Good visuals/graphics/special effects,Other misc. mentions,Complex storyline,Futuristic,Technological aspects (inclusion of robots, exploring AI, etc.),,"
"the story line is great, the cast is exceptional and the twists and turns keep me coming back!"	"Good storyline/subject matter,Good cast/actors,Suspense/Mystery/thrillers,,,,"
The concept of the show and the good acting	"Like the concept/idea of futuristic amusement park,Good acting,,,,,"
interesting	"Interesting/engaging,,,,,,"
The dystopian and sci fi elements	"Science fiction/fantasy,,,,,,"
The plot and acting talent really makes me want to continue to watch the show. Both aspects make this show appealing to watch and really interesting.	"Good storyline/subject matter,Good acting,Attention grabbing/holds interest/keeps you wanting to watch more,Interesting/engaging,,,"
It’s unlike any other storyline	"Unique/different,,,,,,"
Characters and events	"Appealing characters/I like the characters,Other misc. mentions,,,,,"
Everyone talks about it	"Heard good review/recommendations by family/friends,,,,,,"
to me the show is confusing and hard to make sense..i don’t get it	"All negative mentions,,,,,,"
Everything about the show. The storylines are completely different from anything else on tv.	"Good/like the show/everything,Good storyline/subject matter,Unique/different,,,,"
I like the transition from the original theme to the new plot	"Other storyline/Plot mentions,,,,,,"
The special effects used for the show	"Good visuals/graphics/special effects,,,,,,"
N/A	"None/no answer,,,,,,"
"Science fiction, thriller, with artificial intelligence"	"Science fiction/fantasy,Suspense/Mystery/thrillers,Technological aspects (inclusion of robots, exploring AI, etc.),,,,"
Nothing	"None/no answer,,,,,,"
It has a nice story.	"Good storyline/subject matter,,,,,,"
The high quality program	"High quality show/high production values,,,,,,"
Seeing what happens next. Never sure how the story is going to progress.	"Suspense/Mystery/thrillers,,,,,,"
It’s character driven with amazing sets and visuals.	"Appealing characters/I like the characters,Like the premise/setting/scenery,Good visuals/graphics/special effects,,,,"
Very good show to watch I really enjoy it	"Good/like the show/everything,Witty/humorous/funny/entertaining,,,,,"
I'm really not sure I've only watched it once	"Have not watched enough to comment/not familiar with the show,,,,,,"
i dont know what to say but am really excited for this new season of this beloved show	"Exciting,,,,,,"
I think that because they have a futuristic and western setting at the same time it really keeps me watching	"Futuristic,Western aspect,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
Just the reality warping type drama it brings.	"Looks realistic,,,,,,"
You have any questions or would like to discuss this matter is greatly welcome in this matter as I have a very good time to work	"None/no answer,,,,,,"
cool	"Good/like the show/everything,,,,,,"
qwertyuijytrewertyuiujyhtgretyjghjgfedwrtyjh	"None/no answer,,,,,,"
N/A	"None/no answer,,,,,,"
"The character arc, particularly if Dolores and the man in back are very interesting. The show itself tackles interesting concepts in a new and different way"	"Like the character Dolores Abernathy,Like the concept/idea of futuristic amusement park,Unique/different,,,,"
Have only seen part of one episode so I have no opinion.	"Have not watched enough to comment/not familiar with the show,,,,,,"
